fecha,categoria,instrumento,contrato,metrica,valor,origen,sin_sesion,hora_captura_utc
2026-07-23,barchart_curva,Ethanol,D2Z26,intradia,701,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,LON5,SWH27,intradia,464.8,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,LON5,SWK27,intradia,464.9,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,LON5,SWQ27,intradia,460.1,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,LON5,SWV26,intradia,463.9,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,LON5,SWV27,intradia,461.2,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,LON5,SWZ26,intradia,463.7,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,NY11,SBH27,intradia,15.75,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,NY11,SBH28,intradia,16.52,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,NY11,SBK27,intradia,15.56,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,NY11,SBN27,intradia,15.55,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,NY11,SBV26,intradia,14.87,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,NY11,SBV27,intradia,15.85,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,Petroleo,CLF27,intradia,78.14,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,Petroleo,CLG27,intradia,76.93,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,Petroleo,CLU26,intradia,90.91,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,Petroleo,CLV26,intradia,86.15,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,Petroleo,CLX26,intradia,82.38,captura_vivo_hora_desconocida,,
2026-07-23,barchart_curva,Petroleo,CLZ26,intradia,79.82,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Ethanol,D2Q26,change,3,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Ethanol,D2Q26,high,712.667,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Ethanol,D2Q26,intradia,712.667,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Ethanol,D2Q26,low,712.667,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Ethanol,D2Q26,open,0,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Ethanol,D2Q26,open_int,602,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Ethanol,D2Q26,previous,709.667,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Ethanol,D2Q26,previous_derivado,712.667,settlement_historico,,
2026-07-23,barchart_front,Ethanol,D2Q26,settlement,705.0,settlement_historico,,
2026-07-23,barchart_front,Ethanol,D2Q26,volume,10,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Ethanol,D2U26,previous_derivado,718.667,settlement_historico,,
2026-07-23,barchart_front,Ethanol,D2U26,settlement,711.0,settlement_historico,,
2026-07-23,barchart_front,Ethanol,D2V26,previous_derivado,727.0,settlement_historico,,
2026-07-23,barchart_front,Ethanol,D2V26,settlement,719.667,settlement_historico,,
2026-07-23,barchart_front,Ethanol,D2X26,previous_derivado,709.667,settlement_historico,,
2026-07-23,barchart_front,Ethanol,D2X26,settlement,702.667,settlement_historico,,
2026-07-23,barchart_front,Ethanol,D2Z26,previous_derivado,701.0,settlement_historico,,
2026-07-23,barchart_front,Ethanol,D2Z26,settlement,693.0,settlement_historico,,
2026-07-23,barchart_front,LON5,SWH27,previous_derivado,463.8,settlement_historico,,
2026-07-23,barchart_front,LON5,SWH27,settlement,461.0,settlement_historico,,
2026-07-23,barchart_front,LON5,SWK27,previous_derivado,463.7,settlement_historico,,
2026-07-23,barchart_front,LON5,SWK27,settlement,461.7,settlement_historico,,
2026-07-23,barchart_front,LON5,SWQ27,previous_derivado,461.1,settlement_historico,,
2026-07-23,barchart_front,LON5,SWQ27,settlement,459.3,settlement_historico,,
2026-07-23,barchart_front,LON5,SWV26,change,-0.80000000000001,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,LON5,SWV26,high,469,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,LON5,SWV26,intradia,463.9,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,LON5,SWV26,low,461.4,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,LON5,SWV26,open,465.8,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,LON5,SWV26,open_int,84802,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,LON5,SWV26,previous,464.7,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,LON5,SWV26,previous_derivado,464.7,settlement_historico,,
2026-07-23,barchart_front,LON5,SWV26,settlement,459.8,settlement_historico,,
2026-07-23,barchart_front,LON5,SWV26,volume,4570,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,LON5,SWV27,previous_derivado,460.1,settlement_historico,,
2026-07-23,barchart_front,LON5,SWV27,settlement,458.3,settlement_historico,,
2026-07-23,barchart_front,LON5,SWZ26,previous_derivado,463.4,settlement_historico,,
2026-07-23,barchart_front,LON5,SWZ26,settlement,459.6,settlement_historico,,
2026-07-23,barchart_front,NY11,SBH27,previous_derivado,15.65,settlement_historico,,
2026-07-23,barchart_front,NY11,SBH27,settlement,15.58,settlement_historico,,
2026-07-23,barchart_front,NY11,SBH28,previous_derivado,16.48,settlement_historico,,
2026-07-23,barchart_front,NY11,SBH28,settlement,16.39,settlement_historico,,
2026-07-23,barchart_front,NY11,SBK27,previous_derivado,15.48,settlement_historico,,
2026-07-23,barchart_front,NY11,SBK27,settlement,15.4,settlement_historico,,
2026-07-23,barchart_front,NY11,SBN27,previous_derivado,15.48,settlement_historico,,
2026-07-23,barchart_front,NY11,SBN27,settlement,15.4,settlement_historico,,
2026-07-23,barchart_front,NY11,SBV26,change,0.13,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,NY11,SBV26,high,14.9,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,NY11,SBV26,intradia,14.87,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,NY11,SBV26,low,14.73,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,NY11,SBV26,open,14.76,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,NY11,SBV26,open_int,490089,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,NY11,SBV26,previous,14.74,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,NY11,SBV26,previous_derivado,14.74,settlement_historico,,
2026-07-23,barchart_front,NY11,SBV26,settlement,14.69,settlement_historico,,
2026-07-23,barchart_front,NY11,SBV26,volume,15150,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,NY11,SBV27,previous_derivado,15.8,settlement_historico,,
2026-07-23,barchart_front,NY11,SBV27,settlement,15.72,settlement_historico,,
2026-07-23,barchart_front,Petroleo,CLF27,previous_derivado,77.04,settlement_historico,,
2026-07-23,barchart_front,Petroleo,CLF27,settlement,78.15,settlement_historico,,
2026-07-23,barchart_front,Petroleo,CLG27,previous_derivado,75.8,settlement_historico,,
2026-07-23,barchart_front,Petroleo,CLG27,settlement,76.72,settlement_historico,,
2026-07-23,barchart_front,Petroleo,CLU26,change,4.08,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Petroleo,CLU26,high,91.02,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Petroleo,CLU26,intradia,90.91,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Petroleo,CLU26,low,87.32,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Petroleo,CLU26,open,87.72,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Petroleo,CLU26,open_int,301455,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Petroleo,CLU26,previous,86.83,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Petroleo,CLU26,previous_derivado,86.83,settlement_historico,,
2026-07-23,barchart_front,Petroleo,CLU26,settlement,92.19,settlement_historico,,
2026-07-23,barchart_front,Petroleo,CLU26,volume,115771,captura_vivo_hora_desconocida,,
2026-07-23,barchart_front,Petroleo,CLV26,previous_derivado,83.64,settlement_historico,,
2026-07-23,barchart_front,Petroleo,CLV26,settlement,87.01,settlement_historico,,
2026-07-23,barchart_front,Petroleo,CLX26,previous_derivado,80.81,settlement_historico,,
2026-07-23,barchart_front,Petroleo,CLX26,settlement,82.93,settlement_historico,,
2026-07-23,barchart_front,Petroleo,CLZ26,previous_derivado,78.64,settlement_historico,,
2026-07-23,barchart_front,Petroleo,CLZ26,settlement,80.1,settlement_historico,,
2026-07-23,divisas,EUR a USD,,compra,1.141079,,,
2026-07-23,divisas,EUR a USD,,venta,1.141079,,,
2026-07-23,divisas,USD a COP,,compra,3218.93695,,,
2026-07-23,divisas,USD a COP,,venta,3218.93695,,,
2026-07-23,divisas,USD a PEN,,compra,3.398,,,
2026-07-23,divisas,USD a PEN,,venta,3.404,,,
2026-07-23,sunat_categoria,BLANCAS,,declaraciones,1,,,
2026-07-23,sunat_categoria,BLANCAS,,fob,36541.5,,,
2026-07-23,sunat_categoria,BLANCAS,,peso_kg,85980,,,
2026-07-23,sunat_categoria,CARBURANTE,,declaraciones,0,,,
2026-07-23,sunat_categoria,CARBURANTE,,fob,0,,,
2026-07-23,sunat_categoria,CARBURANTE,,peso_kg,0,,,
2026-07-23,sunat_categoria,ETILICO,,declaraciones,3,,,
2026-07-23,sunat_categoria,ETILICO,,fob,55497.89,,,
2026-07-23,sunat_categoria,ETILICO,,peso_kg,85064,,,
2026-07-23,sunat_categoria,RUBIAS,,declaraciones,1,,,
2026-07-23,sunat_categoria,RUBIAS,,fob,66120,,,
2026-07-23,sunat_categoria,RUBIAS,,peso_kg,145000,,,
2026-07-23,sunat_importador,20107077147,,declaraciones,2,,,
2026-07-23,sunat_importador,20107077147,,fob,40312.65,,,
2026-07-23,sunat_importador,20117949983,,declaraciones,1,,,
2026-07-23,sunat_importador,20117949983,,fob,15185.24,,,
2026-07-23,sunat_importador,20272858218,,declaraciones,1,,,
2026-07-23,sunat_importador,20272858218,,fob,66120.0,,,
2026-07-23,sunat_importador,20273155938,,declaraciones,1,,,
2026-07-23,sunat_importador,20273155938,,fob,36541.5,,,
2026-07-23,sunat_marca,S/M,,fob,55497.89,,,
2026-07-23,sunat_marca,SAN AURELIO,,fob,36541.5,,,
2026-07-23,sunat_marca,UNAGRO,,fob,66120.0,,,
2026-07-23,sunat_pais,Bolivia,BO,fob,158159.39,,,
2026-07-23,sunat_total,,,total_declaraciones,5,,,
2026-07-23,sunat_total,,,total_fob_usd,158159.39,,,
2026-07-23,sunat_total,,,total_importadores,4,,,
2026-07-23,sunat_total,,,total_peso_kg,316044,,,
2026-07-24,barchart_curva,Ethanol,D2N27,intradia,620,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,Ethanol,D2Q26,intradia,705,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,Ethanol,D2U26,intradia,711,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,Ethanol,D2V26,intradia,719.667,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,Ethanol,D2X26,intradia,702.667,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,Ethanol,D2Z26,intradia,693,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,LON5,SWH27,intradia,459.5,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,LON5,SWK27,intradia,460.5,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,LON5,SWQ27,intradia,457.8,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,LON5,SWV26,intradia,458.2,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,LON5,SWV27,intradia,456.7,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,LON5,SWZ26,intradia,458.3,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,NY11,SBH27,intradia,15.44,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,NY11,SBH28,intradia,16.29,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,NY11,SBK27,intradia,15.29,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,NY11,SBN27,intradia,15.28,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,NY11,SBV26,intradia,14.58,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,NY11,SBV27,intradia,15.58,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,Petroleo,CLF27,intradia,77.24,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,Petroleo,CLG27,intradia,76.03,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,Petroleo,CLU26,intradia,89.47,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,Petroleo,CLV26,intradia,84.81,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,Petroleo,CLX26,intradia,81.27,captura_vivo_hora_desconocida,,
2026-07-24,barchart_curva,Petroleo,CLZ26,intradia,78.9,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Ethanol,D2Q26,change,-7.667,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Ethanol,D2Q26,high,705,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Ethanol,D2Q26,intradia,705,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Ethanol,D2Q26,low,705,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Ethanol,D2Q26,open,0,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Ethanol,D2Q26,open_int,602,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Ethanol,D2Q26,previous,712.667,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Ethanol,D2Q26,previous_derivado,705.0,settlement_historico,,
2026-07-24,barchart_front,Ethanol,D2Q26,settlement,705.0,settlement_historico,,
2026-07-24,barchart_front,Ethanol,D2Q26,volume,85,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Ethanol,D2U26,previous_derivado,711.0,settlement_historico,,
2026-07-24,barchart_front,Ethanol,D2U26,settlement,711.0,settlement_historico,,
2026-07-24,barchart_front,Ethanol,D2V26,previous_derivado,719.667,settlement_historico,,
2026-07-24,barchart_front,Ethanol,D2V26,settlement,720.0,settlement_historico,,
2026-07-24,barchart_front,Ethanol,D2X26,previous_derivado,702.667,settlement_historico,,
2026-07-24,barchart_front,Ethanol,D2X26,settlement,704.0,settlement_historico,,
2026-07-24,barchart_front,Ethanol,D2Z26,previous_derivado,693.0,settlement_historico,,
2026-07-24,barchart_front,Ethanol,D2Z26,settlement,694.333,settlement_historico,,
2026-07-24,barchart_front,LON5,SWH27,previous_derivado,461.0,settlement_historico,,
2026-07-24,barchart_front,LON5,SWH27,settlement,462.2,settlement_historico,,
2026-07-24,barchart_front,LON5,SWK27,previous_derivado,461.7,settlement_historico,,
2026-07-24,barchart_front,LON5,SWK27,settlement,462.5,settlement_historico,,
2026-07-24,barchart_front,LON5,SWQ27,previous_derivado,459.3,settlement_historico,,
2026-07-24,barchart_front,LON5,SWQ27,settlement,458.7,settlement_historico,,
2026-07-24,barchart_front,LON5,SWV26,change,-1.6,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,LON5,SWV26,high,461.2,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,LON5,SWV26,intradia,458.2,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,LON5,SWV26,low,456.3,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,LON5,SWV26,open,461.2,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,LON5,SWV26,open_int,84709,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,LON5,SWV26,previous,459.8,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,LON5,SWV26,previous_derivado,459.8,settlement_historico,,
2026-07-24,barchart_front,LON5,SWV26,settlement,460.8,settlement_historico,,
2026-07-24,barchart_front,LON5,SWV26,volume,3600,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,LON5,SWV27,previous_derivado,458.3,settlement_historico,,
2026-07-24,barchart_front,LON5,SWV27,settlement,456.6,settlement_historico,,
2026-07-24,barchart_front,LON5,SWZ26,previous_derivado,459.6,settlement_historico,,
2026-07-24,barchart_front,LON5,SWZ26,settlement,461.0,settlement_historico,,
2026-07-24,barchart_front,NY11,SBH27,previous_derivado,15.58,settlement_historico,,
2026-07-24,barchart_front,NY11,SBH27,settlement,15.63,settlement_historico,,
2026-07-24,barchart_front,NY11,SBH28,previous_derivado,16.39,settlement_historico,,
2026-07-24,barchart_front,NY11,SBH28,settlement,16.42,settlement_historico,,
2026-07-24,barchart_front,NY11,SBK27,previous_derivado,15.4,settlement_historico,,
2026-07-24,barchart_front,NY11,SBK27,settlement,15.44,settlement_historico,,
2026-07-24,barchart_front,NY11,SBN27,previous_derivado,15.4,settlement_historico,,
2026-07-24,barchart_front,NY11,SBN27,settlement,15.44,settlement_historico,,
2026-07-24,barchart_front,NY11,SBV26,change,-0.11,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,NY11,SBV26,high,14.74,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,NY11,SBV26,intradia,14.58,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,NY11,SBV26,low,14.54,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,NY11,SBV26,open,14.69,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,NY11,SBV26,open_int,493021,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,NY11,SBV26,previous,14.69,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,NY11,SBV26,previous_derivado,14.69,settlement_historico,,
2026-07-24,barchart_front,NY11,SBV26,settlement,14.77,settlement_historico,,
2026-07-24,barchart_front,NY11,SBV26,volume,16412,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,NY11,SBV27,previous_derivado,15.72,settlement_historico,,
2026-07-24,barchart_front,NY11,SBV27,settlement,15.75,settlement_historico,,
2026-07-24,barchart_front,Petroleo,CLF27,previous_derivado,78.15,settlement_historico,,
2026-07-24,barchart_front,Petroleo,CLF27,settlement,77.67,settlement_historico,,
2026-07-24,barchart_front,Petroleo,CLG27,previous_derivado,76.72,settlement_historico,,
2026-07-24,barchart_front,Petroleo,CLG27,settlement,76.44,settlement_historico,,
2026-07-24,barchart_front,Petroleo,CLU26,change,-2.72,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Petroleo,CLU26,high,92.83,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Petroleo,CLU26,intradia,89.47,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Petroleo,CLU26,low,88.74,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Petroleo,CLU26,open,92.55,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Petroleo,CLU26,open_int,302681,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Petroleo,CLU26,previous,92.19,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Petroleo,CLU26,previous_derivado,92.19,settlement_historico,,
2026-07-24,barchart_front,Petroleo,CLU26,settlement,89.31,settlement_historico,,
2026-07-24,barchart_front,Petroleo,CLU26,volume,120746,captura_vivo_hora_desconocida,,
2026-07-24,barchart_front,Petroleo,CLV26,previous_derivado,87.01,settlement_historico,,
2026-07-24,barchart_front,Petroleo,CLV26,settlement,85.15,settlement_historico,,
2026-07-24,barchart_front,Petroleo,CLX26,previous_derivado,82.93,settlement_historico,,
2026-07-24,barchart_front,Petroleo,CLX26,settlement,81.73,settlement_historico,,
2026-07-24,barchart_front,Petroleo,CLZ26,previous_derivado,80.1,settlement_historico,,
2026-07-24,barchart_front,Petroleo,CLZ26,settlement,79.33,settlement_historico,,
2026-07-24,divisas,EUR a USD,,compra,1.138703,,,
2026-07-24,divisas,EUR a USD,,venta,1.138703,,,
2026-07-24,divisas,USD a COP,,compra,3213.195085,,,
2026-07-24,divisas,USD a COP,,venta,3213.195085,,,
2026-07-24,divisas,USD a PEN,,compra,3.398,,,
2026-07-24,divisas,USD a PEN,,venta,3.404,,,
2026-07-24,sunat_categoria,BLANCAS,,declaraciones,0,,,
2026-07-24,sunat_categoria,BLANCAS,,fob,0,,,
2026-07-24,sunat_categoria,BLANCAS,,peso_kg,0,,,
2026-07-24,sunat_categoria,CARBURANTE,,declaraciones,0,,,
2026-07-24,sunat_categoria,CARBURANTE,,fob,0,,,
2026-07-24,sunat_categoria,CARBURANTE,,peso_kg,0,,,
2026-07-24,sunat_categoria,ETILICO,,declaraciones,0,,,
2026-07-24,sunat_categoria,ETILICO,,fob,0,,,
2026-07-24,sunat_categoria,ETILICO,,peso_kg,0,,,
2026-07-24,sunat_categoria,RUBIAS,,declaraciones,0,,,
2026-07-24,sunat_categoria,RUBIAS,,fob,0,,,
2026-07-24,sunat_categoria,RUBIAS,,peso_kg,0,,,
2026-07-24,sunat_total,,,total_declaraciones,0,,,
2026-07-24,sunat_total,,,total_fob_usd,0,,,
2026-07-24,sunat_total,,,total_importadores,0,,,
2026-07-24,sunat_total,,,total_peso_kg,0,,,
2026-07-27,barchart_curva,Ethanol,D2N27,intradia,620,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,Ethanol,D2Q26,intradia,705,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,Ethanol,D2U26,intradia,711,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,Ethanol,D2V26,intradia,720,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,Ethanol,D2X26,intradia,704,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,Ethanol,D2Z26,intradia,694.333,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,LON5,SWH27,intradia,458.1,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,LON5,SWK27,intradia,458.7,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,LON5,SWQ27,intradia,455.6,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,LON5,SWV26,intradia,456.6,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,LON5,SWV27,intradia,453.6,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,LON5,SWZ26,intradia,457,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,NY11,SBH27,intradia,15.44,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,NY11,SBH28,intradia,16.25,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,NY11,SBK27,intradia,15.25,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,NY11,SBN27,intradia,15.26,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,NY11,SBV26,intradia,14.56,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,NY11,SBV27,intradia,15.59,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,Petroleo,CLF27,intradia,75.58,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,Petroleo,CLG27,intradia,74.58,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,Petroleo,CLU26,intradia,84.02,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,Petroleo,CLV26,intradia,81.08,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,Petroleo,CLX26,intradia,78.65,captura_vivo_hora_desconocida,,
2026-07-27,barchart_curva,Petroleo,CLZ26,intradia,76.84,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,Ethanol,D2Q26,change,0,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,Ethanol,D2Q26,high,705,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,Ethanol,D2Q26,intradia,705,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,Ethanol,D2Q26,low,705,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,Ethanol,D2Q26,open,0,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,Ethanol,D2Q26,open_int,660,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,Ethanol,D2Q26,previous,705,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,Ethanol,D2Q26,previous_derivado,705.0,settlement_historico,,
2026-07-27,barchart_front,Ethanol,D2Q26,settlement,705.0,settlement_historico,,
2026-07-27,barchart_front,Ethanol,D2Q26,volume,75,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,Ethanol,D2U26,previous_derivado,711.0,settlement_historico,,
2026-07-27,barchart_front,Ethanol,D2U26,settlement,710.0,settlement_historico,,
2026-07-27,barchart_front,Ethanol,D2V26,previous_derivado,720.0,settlement_historico,,
2026-07-27,barchart_front,Ethanol,D2V26,settlement,718.0,settlement_historico,,
2026-07-27,barchart_front,Ethanol,D2X26,previous_derivado,704.0,settlement_historico,,
2026-07-27,barchart_front,Ethanol,D2X26,settlement,703.0,settlement_historico,,
2026-07-27,barchart_front,Ethanol,D2Z26,previous_derivado,694.333,settlement_historico,,
2026-07-27,barchart_front,Ethanol,D2Z26,settlement,692.333,settlement_historico,,
2026-07-27,barchart_front,LON5,SWH27,previous_derivado,462.2,settlement_historico,,
2026-07-27,barchart_front,LON5,SWH27,settlement,460.0,settlement_historico,,
2026-07-27,barchart_front,LON5,SWK27,previous_derivado,462.5,settlement_historico,,
2026-07-27,barchart_front,LON5,SWK27,settlement,460.4,settlement_historico,,
2026-07-27,barchart_front,LON5,SWQ27,previous_derivado,458.7,settlement_historico,,
2026-07-27,barchart_front,LON5,SWQ27,settlement,457.7,settlement_historico,,
2026-07-27,barchart_front,LON5,SWV26,change,-4.2,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,LON5,SWV26,high,461.3,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,LON5,SWV26,intradia,456.6,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,LON5,SWV26,low,455.3,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,LON5,SWV26,open,459.1,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,LON5,SWV26,open_int,84552,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,LON5,SWV26,previous,460.8,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,LON5,SWV26,previous_derivado,460.8,settlement_historico,,
2026-07-27,barchart_front,LON5,SWV26,settlement,458.4,settlement_historico,,
2026-07-27,barchart_front,LON5,SWV26,volume,3078,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,LON5,SWV27,previous_derivado,456.6,settlement_historico,,
2026-07-27,barchart_front,LON5,SWV27,settlement,456.5,settlement_historico,,
2026-07-27,barchart_front,LON5,SWZ26,previous_derivado,461.0,settlement_historico,,
2026-07-27,barchart_front,LON5,SWZ26,settlement,458.6,settlement_historico,,
2026-07-27,barchart_front,NY11,SBH27,previous_derivado,15.63,settlement_historico,,
2026-07-27,barchart_front,NY11,SBH27,settlement,15.47,settlement_historico,,
2026-07-27,barchart_front,NY11,SBH28,previous_derivado,16.42,settlement_historico,,
2026-07-27,barchart_front,NY11,SBH28,settlement,16.31,settlement_historico,,
2026-07-27,barchart_front,NY11,SBK27,previous_derivado,15.44,settlement_historico,,
2026-07-27,barchart_front,NY11,SBK27,settlement,15.31,settlement_historico,,
2026-07-27,barchart_front,NY11,SBN27,previous_derivado,15.44,settlement_historico,,
2026-07-27,barchart_front,NY11,SBN27,settlement,15.32,settlement_historico,,
2026-07-27,barchart_front,NY11,SBV26,change,-0.21,captura_vivo_hora_desconocida,,
2026-07-27,barchart_front,NY11,SBV26,high,14.75,captura_vivo_hora_desconocida,,
