fecha,categoria,instrumento,contrato,metrica,valor,origen,sin_sesion,hora_captura_utc
2026-06-10,barchart_front,NY11,SBN26,intradia,13.99,captura_vivo_hora_desconocida,,
2026-06-10,barchart_front,NY11,SBN26,low,13.86,captura_vivo_hora_desconocida,,
2026-06-10,barchart_front,NY11,SBN26,open,14.08,captura_vivo_hora_desconocida,,
2026-06-10,barchart_front,NY11,SBN26,open_int,278168,captura_vivo_hora_desconocida,,
2026-06-10,barchart_front,NY11,SBN26,previous,14.08,captura_vivo_hora_desconocida,,
2026-06-10,barchart_front,NY11,SBN26,volume,54951,captura_vivo_hora_desconocida,,
2026-06-10,barchart_front,Petroleo,CLN26,change,1.14,captura_vivo_hora_desconocida,,
2026-06-10,barchart_front,Petroleo,CLN26,high,90.42,captura_vivo_hora_desconocida,,
2026-06-10,barchart_front,Petroleo,CLN26,intradia,89.34,captura_vivo_hora_desconocida,,
2026-06-10,barchart_front,Petroleo,CLN26,low,87.39,captura_vivo_hora_desconocida,,
2026-06-10,barchart_front,Petroleo,CLN26,open,89.4,captura_vivo_hora_desconocida,,
2026-06-10,barchart_front,Petroleo,CLN26,open_int,147166,captura_vivo_hora_desconocida,,
2026-06-10,barchart_front,Petroleo,CLN26,previous,88.2,captura_vivo_hora_desconocida,,
2026-06-10,barchart_front,Petroleo,CLN26,volume,85260,captura_vivo_hora_desconocida,,
2026-06-10,divisas,EUR a USD,,compra,1.154917,,,
2026-06-10,divisas,EUR a USD,,venta,1.154917,,,
2026-06-10,divisas,USD a COP,,compra,3592.420078,,,
2026-06-10,divisas,USD a COP,,venta,3592.420078,,,
2026-06-10,divisas,USD a PEN,,compra,3.372,,,
2026-06-10,divisas,USD a PEN,,venta,3.375,,,
2026-06-10,sunat_categoria,BLANCAS,,declaraciones,6,,,
2026-06-10,sunat_categoria,BLANCAS,,fob,768168.84,,,
2026-06-10,sunat_categoria,BLANCAS,,peso_kg,1692380,,,
2026-06-10,sunat_categoria,CARBURANTE,,declaraciones,0,,,
2026-06-10,sunat_categoria,CARBURANTE,,fob,0,,,
2026-06-10,sunat_categoria,CARBURANTE,,peso_kg,0,,,
2026-06-10,sunat_categoria,ETILICO,,declaraciones,0,,,
2026-06-10,sunat_categoria,ETILICO,,fob,0,,,
2026-06-10,sunat_categoria,ETILICO,,peso_kg,0,,,
2026-06-10,sunat_categoria,RUBIAS,,declaraciones,0,,,
2026-06-10,sunat_categoria,RUBIAS,,fob,0,,,
2026-06-10,sunat_categoria,RUBIAS,,peso_kg,0,,,
2026-06-10,sunat_importador,20303585622,,declaraciones,3,,,
2026-06-10,sunat_importador,20303585622,,fob,328506.7,,,
2026-06-10,sunat_importador,20602194303,,declaraciones,1,,,
2026-06-10,sunat_importador,20602194303,,fob,116571.11,,,
2026-06-10,sunat_importador,20602544584,,declaraciones,1,,,
2026-06-10,sunat_importador,20602544584,,fob,24668.9,,,
2026-06-10,sunat_importador,20603624913,,declaraciones,1,,,
2026-06-10,sunat_importador,20603624913,,fob,127805.26,,,
2026-06-10,sunat_marca,CARMELITA,,fob,152474.16,,,
2026-06-10,sunat_marca,MANUELITA,,fob,328506.7,,,
2026-06-10,sunat_marca,PROVIDENCIA,,fob,116571.11,,,
2026-06-10,sunat_pais,Colombia,CO,fob,597551.97,,,
2026-06-10,sunat_total,,,total_declaraciones,6,,,
2026-06-10,sunat_total,,,total_fob_usd,768168.84,,,
2026-06-10,sunat_total,,,total_importadores,4,,,
2026-06-10,sunat_total,,,total_peso_kg,1692380,,,
2026-06-11,barchart_curva,Ethanol,D2N26,intradia,784.333,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,Ethanol,D2N27,intradia,620,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,Ethanol,D2U26,intradia,706.333,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,Ethanol,D2V26,intradia,706,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,Ethanol,D2X26,intradia,695.667,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,Ethanol,D2Z26,intradia,685.667,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,LON5,SWH27,intradia,439.5,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,LON5,SWK27,intradia,442.4,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,LON5,SWQ26,intradia,444.2,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,LON5,SWQ27,intradia,441.7,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,LON5,SWV26,intradia,438.5,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,LON5,SWZ26,intradia,436.8,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,NY11,SBH27,intradia,15.2,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,NY11,SBK27,intradia,14.99,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,NY11,SBN26,intradia,13.81,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,NY11,SBN27,intradia,15.02,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,NY11,SBV26,intradia,14.32,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,NY11,SBV27,intradia,15.33,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,Petroleo,CLN26,intradia,89.69,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,Petroleo,CLQ26,intradia,88.12,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,Petroleo,CLU26,intradia,86.32,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,Petroleo,CLV26,intradia,84.45,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,Petroleo,CLX26,intradia,82.85,captura_vivo_hora_desconocida,,
2026-06-11,barchart_curva,Petroleo,CLZ26,intradia,81.51,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Ethanol,D2N26,change,-1.334,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Ethanol,D2N26,high,784.333,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Ethanol,D2N26,intradia,784.333,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Ethanol,D2N26,low,784.333,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Ethanol,D2N26,open,0,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Ethanol,D2N26,open_int,749,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Ethanol,D2N26,previous,785.667,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Ethanol,D2N26,volume,5,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,LON5,SWQ26,change,0.30000000000001,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,LON5,SWQ26,high,453.8,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,LON5,SWQ26,intradia,444.2,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,LON5,SWQ26,low,443.8,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,LON5,SWQ26,open,444.5,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,LON5,SWQ26,open_int,56314,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,LON5,SWQ26,previous,443.9,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,LON5,SWQ26,volume,8079,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,NY11,SBN26,change,-0.11,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,NY11,SBN26,high,14.02,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,NY11,SBN26,intradia,13.81,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,NY11,SBN26,low,13.8,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,NY11,SBN26,open,13.91,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,NY11,SBN26,open_int,207429,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,NY11,SBN26,previous,13.92,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,NY11,SBN26,volume,62743,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Petroleo,CLN26,change,-0.34,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Petroleo,CLN26,high,93.64,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Petroleo,CLN26,intradia,89.69,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Petroleo,CLN26,low,88.63,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Petroleo,CLN26,open,92.25,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Petroleo,CLN26,open_int,138579,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Petroleo,CLN26,previous,90.03,captura_vivo_hora_desconocida,,
2026-06-11,barchart_front,Petroleo,CLN26,volume,116717,captura_vivo_hora_desconocida,,
2026-06-11,divisas,EUR a USD,,compra,1.153928,,,
2026-06-11,divisas,EUR a USD,,venta,1.153928,,,
2026-06-11,divisas,USD a COP,,compra,3574.183634,,,
2026-06-11,divisas,USD a COP,,venta,3574.183634,,,
2026-06-11,divisas,USD a PEN,,compra,3.4,,,
2026-06-11,divisas,USD a PEN,,venta,3.402,,,
2026-06-11,sunat_categoria,BLANCAS,,declaraciones,2,,,
2026-06-11,sunat_categoria,BLANCAS,,fob,271933.8,,,
2026-06-11,sunat_categoria,BLANCAS,,peso_kg,556350,,,
2026-06-11,sunat_categoria,CARBURANTE,,declaraciones,0,,,
2026-06-11,sunat_categoria,CARBURANTE,,fob,0,,,
2026-06-11,sunat_categoria,CARBURANTE,,peso_kg,0,,,
2026-06-11,sunat_categoria,ETILICO,,declaraciones,0,,,
2026-06-11,sunat_categoria,ETILICO,,fob,0,,,
2026-06-11,sunat_categoria,ETILICO,,peso_kg,0,,,
2026-06-11,sunat_categoria,RUBIAS,,declaraciones,0,,,
2026-06-11,sunat_categoria,RUBIAS,,fob,0,,,
2026-06-11,sunat_categoria,RUBIAS,,peso_kg,0,,,
2026-06-11,sunat_importador,20100093830,,declaraciones,1,,,
2026-06-11,sunat_importador,20100093830,,fob,69277.8,,,
2026-06-11,sunat_importador,20415094656,,declaraciones,1,,,
2026-06-11,sunat_importador,20415094656,,fob,50664.0,,,
2026-06-11,sunat_marca,PICHICHI,,fob,69277.8,,,
2026-06-11,sunat_marca,PROVIDENCIA,,fob,50664.0,,,
2026-06-11,sunat_pais,Colombia,CO,fob,119941.8,,,
2026-06-11,sunat_total,,,total_declaraciones,2,,,
2026-06-11,sunat_total,,,total_fob_usd,271933.8,,,
2026-06-11,sunat_total,,,total_importadores,2,,,
2026-06-11,sunat_total,,,total_peso_kg,556350,,,
2026-06-12,barchart_curva,Ethanol,D2N26,intradia,784,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,Ethanol,D2N27,intradia,620,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,LON5,SWH27,intradia,442,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,LON5,SWK27,intradia,443.8,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,LON5,SWQ26,intradia,447.1,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,LON5,SWQ27,intradia,439.3,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,LON5,SWV26,intradia,441.1,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,LON5,SWZ26,intradia,438.6,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,NY11,SBH27,intradia,15.25,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,NY11,SBK27,intradia,15.04,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,NY11,SBN26,intradia,13.86,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,NY11,SBN27,intradia,15.07,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,NY11,SBV26,intradia,14.38,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,NY11,SBV27,intradia,15.39,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,Petroleo,CLN26,intradia,85.49,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,Petroleo,CLQ26,intradia,83.89,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,Petroleo,CLU26,intradia,82.43,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,Petroleo,CLV26,intradia,80.87,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,Petroleo,CLX26,intradia,79.53,captura_vivo_hora_desconocida,,
2026-06-12,barchart_curva,Petroleo,CLZ26,intradia,78.42,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Ethanol,D2N26,change,-0.333,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Ethanol,D2N26,high,784,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Ethanol,D2N26,intradia,784,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Ethanol,D2N26,low,784,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Ethanol,D2N26,open,0,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Ethanol,D2N26,open_int,749,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Ethanol,D2N26,previous,784.333,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Ethanol,D2N26,volume,5,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,LON5,SWQ26,change,0.80000000000001,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,LON5,SWQ26,high,447.1,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,LON5,SWQ26,intradia,447.1,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,LON5,SWQ26,low,441.5,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,LON5,SWQ26,open,445.3,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,LON5,SWQ26,open_int,56449,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,LON5,SWQ26,previous,446.3,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,LON5,SWQ26,volume,2340,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,NY11,SBN26,change,0.07,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,NY11,SBN26,high,13.87,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,NY11,SBN26,intradia,13.86,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,NY11,SBN26,low,13.68,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,NY11,SBN26,open,13.77,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,NY11,SBN26,open_int,207429,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,NY11,SBN26,previous,13.79,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,NY11,SBN26,volume,27745,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Petroleo,CLN26,change,-2.22,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Petroleo,CLN26,high,86.98,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Petroleo,CLN26,intradia,85.49,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Petroleo,CLN26,low,83.2,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Petroleo,CLN26,open,86.64,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Petroleo,CLN26,open_int,129536,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Petroleo,CLN26,previous,87.71,captura_vivo_hora_desconocida,,
2026-06-12,barchart_front,Petroleo,CLN26,volume,76422,captura_vivo_hora_desconocida,,
2026-06-12,divisas,EUR a USD,,compra,1.15509,,,
2026-06-12,divisas,EUR a USD,,venta,1.15509,,,
2026-06-12,divisas,USD a COP,,compra,3552.400064,,,
2026-06-12,divisas,USD a COP,,venta,3552.400064,,,
2026-06-12,divisas,USD a PEN,,compra,3.39,,,
2026-06-12,divisas,USD a PEN,,venta,3.394,,,
2026-06-12,sunat_categoria,BLANCAS,,declaraciones,0,,,
2026-06-12,sunat_categoria,BLANCAS,,fob,0,,,
2026-06-12,sunat_categoria,BLANCAS,,peso_kg,0,,,
2026-06-12,sunat_categoria,CARBURANTE,,declaraciones,0,,,
2026-06-12,sunat_categoria,CARBURANTE,,fob,0,,,
2026-06-12,sunat_categoria,CARBURANTE,,peso_kg,0,,,
2026-06-12,sunat_categoria,ETILICO,,declaraciones,1,,,
2026-06-12,sunat_categoria,ETILICO,,fob,7418.28,,,
2026-06-12,sunat_categoria,ETILICO,,peso_kg,32.591,,,
2026-06-12,sunat_categoria,RUBIAS,,declaraciones,0,,,
2026-06-12,sunat_categoria,RUBIAS,,fob,0,,,
2026-06-12,sunat_categoria,RUBIAS,,peso_kg,0,,,
2026-06-12,sunat_importador,20100099447,,declaraciones,1,,,
2026-06-12,sunat_importador,20100099447,,fob,7418.28,,,
2026-06-12,sunat_marca,S/M,,fob,7418.28,,,
2026-06-12,sunat_pais,DE,DE,fob,7418.28,,,
2026-06-12,sunat_total,,,total_declaraciones,1,,,
2026-06-12,sunat_total,,,total_fob_usd,7418.28,,,
2026-06-12,sunat_total,,,total_importadores,1,,,
2026-06-12,sunat_total,,,total_peso_kg,32.591,,,
2026-06-15,barchart_curva,Ethanol,D2N26,intradia,781.333,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,Ethanol,D2N27,intradia,620,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,Ethanol,D2U26,intradia,692.333,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,LON5,SWH27,intradia,435.1,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,LON5,SWK27,intradia,437,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,LON5,SWQ26,intradia,443.6,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,LON5,SWQ27,intradia,436,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,LON5,SWV26,intradia,435.7,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,LON5,SWZ26,intradia,431.7,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,NY11,SBH27,intradia,15.1,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,NY11,SBK27,intradia,14.9,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,NY11,SBN26,intradia,13.76,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,NY11,SBN27,intradia,14.93,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,NY11,SBV26,intradia,14.28,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,NY11,SBV27,intradia,15.21,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,Petroleo,CLN26,intradia,80.65,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,Petroleo,CLQ26,intradia,79.26,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,Petroleo,CLU26,intradia,78,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,Petroleo,CLV26,intradia,76.73,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,Petroleo,CLX26,intradia,75.64,captura_vivo_hora_desconocida,,
2026-06-15,barchart_curva,Petroleo,CLZ26,intradia,74.67,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Ethanol,D2N26,change,-2.667,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Ethanol,D2N26,high,781.333,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Ethanol,D2N26,intradia,781.333,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Ethanol,D2N26,low,781.333,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Ethanol,D2N26,open,0,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Ethanol,D2N26,open_int,769,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Ethanol,D2N26,previous,784,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Ethanol,D2N26,volume,25,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,LON5,SWQ26,change,-1,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,LON5,SWQ26,high,445.8,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,LON5,SWQ26,intradia,443.6,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,LON5,SWQ26,low,436.5,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,LON5,SWQ26,open,445.4,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,LON5,SWQ26,open_int,55885,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,LON5,SWQ26,previous,444.6,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,LON5,SWQ26,volume,10736,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,NY11,SBN26,change,0.06,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,NY11,SBN26,high,13.9,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,NY11,SBN26,intradia,13.76,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,NY11,SBN26,low,13.61,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,NY11,SBN26,open,13.68,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,NY11,SBN26,open_int,169050,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,NY11,SBN26,previous,13.7,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,NY11,SBN26,volume,55016,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Petroleo,CLN26,change,-4.23,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Petroleo,CLN26,high,82.42,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Petroleo,CLN26,intradia,80.65,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Petroleo,CLN26,low,79.7,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Petroleo,CLN26,open,81.4,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Petroleo,CLN26,open_int,110566,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Petroleo,CLN26,previous,84.88,captura_vivo_hora_desconocida,,
2026-06-15,barchart_front,Petroleo,CLN26,volume,128529,captura_vivo_hora_desconocida,,
2026-06-15,divisas,EUR a USD,,compra,1.158532,,,
2026-06-15,divisas,EUR a USD,,venta,1.158532,,,
2026-06-15,divisas,USD a COP,,compra,3503.087931,,,
2026-06-15,divisas,USD a COP,,venta,3503.087931,,,
2026-06-15,divisas,USD a PEN,,compra,3.383,,,
2026-06-15,divisas,USD a PEN,,venta,3.389,,,
2026-06-15,sunat_categoria,BLANCAS,,declaraciones,3,,,
2026-06-15,sunat_categoria,BLANCAS,,fob,270896.47,,,
2026-06-15,sunat_categoria,BLANCAS,,peso_kg,582950,,,
2026-06-15,sunat_categoria,CARBURANTE,,declaraciones,0,,,
2026-06-15,sunat_categoria,CARBURANTE,,fob,0,,,
2026-06-15,sunat_categoria,CARBURANTE,,peso_kg,0,,,
2026-06-15,sunat_categoria,ETILICO,,declaraciones,1,,,
2026-06-15,sunat_categoria,ETILICO,,fob,178.77,,,
2026-06-15,sunat_categoria,ETILICO,,peso_kg,202.644,,,
2026-06-15,sunat_categoria,RUBIAS,,declaraciones,5,,,
2026-06-15,sunat_categoria,RUBIAS,,fob,269339.38,,,
2026-06-15,sunat_categoria,RUBIAS,,peso_kg,624950,,,
2026-06-15,sunat_importador,20100099447,,declaraciones,1,,,
2026-06-15,sunat_importador,20100099447,,fob,178.77,,,
2026-06-15,sunat_importador,20273155938,,declaraciones,1,,,
2026-06-15,sunat_importador,20273155938,,fob,46706.47,,,
2026-06-15,sunat_importador,20600307623,,declaraciones,2,,,
2026-06-15,sunat_importador,20600307623,,fob,224190.0,,,
2026-06-15,sunat_importador,20603624913,,declaraciones,2,,,
2026-06-15,sunat_importador,20603624913,,fob,110927.41,,,
2026-06-15,sunat_importador,20606694521,,declaraciones,3,,,
2026-06-15,sunat_importador,20606694521,,fob,158411.97,,,
2026-06-15,sunat_marca,CARMELITA,,fob,33285.01,,,
2026-06-15,sunat_marca,MAYAGUEZ,,fob,224190.0,,,
2026-06-15,sunat_marca,PANTALEON,,fob,158411.97,,,
2026-06-15,sunat_marca,PICHICHI,,fob,124348.87,,,
2026-06-15,sunat_marca,S/M,,fob,178.77,,,
2026-06-15,sunat_pais,Colombia,CO,fob,381823.88,,,
2026-06-15,sunat_pais,DE,DE,fob,178.77,,,
2026-06-15,sunat_pais,Guatemala,GT,fob,158411.97,,,
2026-06-15,sunat_total,,,total_declaraciones,9,,,
2026-06-15,sunat_total,,,total_fob_usd,540414.62,,,
2026-06-15,sunat_total,,,total_importadores,5,,,
2026-06-15,sunat_total,,,total_peso_kg,1208102.644,,,
2026-06-16,barchart_curva,Ethanol,D2F27,intradia,658.333,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,Ethanol,D2G27,intradia,653.333,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,Ethanol,D2H27,intradia,648.333,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,Ethanol,D2N27,intradia,620,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,LON5,SWH27,intradia,437.1,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,LON5,SWK27,intradia,439.1,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,LON5,SWQ26,intradia,447,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,LON5,SWQ27,intradia,438.4,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,LON5,SWV26,intradia,438.4,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,LON5,SWZ26,intradia,434.3,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,NY11,SBH27,intradia,15.15,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,NY11,SBK27,intradia,14.95,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,NY11,SBN26,intradia,13.78,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,NY11,SBN27,intradia,14.99,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,NY11,SBV26,intradia,14.28,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,NY11,SBV27,intradia,15.31,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,Petroleo,CLN26,intradia,76.96,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,Petroleo,CLQ26,intradia,76.17,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,Petroleo,CLU26,intradia,75.42,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,Petroleo,CLV26,intradia,74.58,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,Petroleo,CLX26,intradia,73.76,captura_vivo_hora_desconocida,,
2026-06-16,barchart_curva,Petroleo,CLZ26,intradia,73.04,captura_vivo_hora_desconocida,,
2026-06-16,barchart_front,Ethanol,D2F27,change,-4.334,captura_vivo_hora_desconocida,,
2026-06-16,barchart_front,Ethanol,D2F27,high,658.333,captura_vivo_hora_desconocida,,
2026-06-16,barchart_front,Ethanol,D2F27,intradia,658.333,captura_vivo_hora_desconocida,,
2026-06-16,barchart_front,Ethanol,D2F27,low,658.333,captura_vivo_hora_desconocida,,
2026-06-16,barchart_front,Ethanol,D2F27,open,0,captura_vivo_hora_desconocida,,
2026-06-16,barchart_front,Ethanol,D2F27,open_int,85,captura_vivo_hora_desconocida,,
2026-06-16,barchart_front,Ethanol,D2F27,previous,662.667,captura_vivo_hora_desconocida,,
2026-06-16,barchart_front,Ethanol,D2F27,volume,50,captura_vivo_hora_desconocida,,
2026-06-16,barchart_front,LON5,SWQ26,change,4.6,captura_vivo_hora_desconocida,,
2026-06-16,barchart_front,LON5,SWQ26,high,448.2,captura_vivo_hora_desconocida,,
